alg,in-scale,num-ratings,field,value
ItemUserMean,21,4,MI-20,0.242766995531
ItemUserMean,21,4,MAE,2.72044002775
ItemUserMean,21,4,MI-native.ByUser,[]
ItemUserMean,21,4,NMAE.ByUser,0.150442233541
ItemUserMean,21,4,RMSE.ByRating,3.97294926064
ItemUserMean,21,4,NUsers,10830.2
ItemUserMean,21,4,MI-50-corrected,0.245394100374
ItemUserMean,21,4,TestTime,237339.2
ItemUserMean,21,4,MI-21-corrected,[]
ItemUserMean,21,4,MI-2-corrected.ByUser,-1.63031225246
ItemUserMean,21,4,nDCG,nan
ItemUserMean,21,4,MI-100.ByUser,1.15856707877
ItemUserMean,21,4,MI-5-corrected.ByUser,-6.70528780189
ItemUserMean,21,4,MI-100,0.250598998819
ItemUserMean,21,4,MI-2,0.132555114063
ItemUserMean,21,4,MI-5,0.214802420627
ItemUserMean,21,4,Coverage,1.0
ItemUserMean,21,4,MI-21,[]
ItemUserMean,21,4,MI-100-corrected.ByUser,-174.942363202
ItemUserMean,21,4,BuildTime,58099.8
ItemUserMean,21,4,MI-50-corrected.ByUser,-86.1414064053
ItemUserMean,21,4,MI-10.ByUser,0.628128325137
ItemUserMean,21,4,MI-20.ByUser,0.808910384387
ItemUserMean,21,4,MI-5-corrected,0.214614226626
ItemUserMean,21,4,MI-10-corrected,0.23417012904
ItemUserMean,21,4,NGood,306655.6
ItemUserMean,21,4,MAE.ByUser,3.00884467081
ItemUserMean,21,4,MI-10-corrected.ByUser,-15.3810471549
ItemUserMean,21,4,MI-2-corrected,0.132508065563
ItemUserMean,21,4,NRMSE,0.198647463032
ItemUserMean,21,4,MI-50,0.24769947689
ItemUserMean,21,4,MI-20-corrected.ByUser,-32.9882378513
ItemUserMean,21,4,MI-20-corrected,0.241873074025
ItemUserMean,21,4,MI-10,0.234593565542
ItemUserMean,21,4,MI-5.ByUser,0.409901300366
ItemItem,10,15,MI-native-corrected,0.372501102489
ItemItem,10,15,RMSE.ByUser,0.93404388012
ItemItem,10,15,MI-native,0.372776476014
ItemItem,10,15,NAttempted,212224.2
ItemItem,10,15,MI-100-corrected,0.388754683776
ItemItem,10,15,MI-50.ByUser,1.22547806494
ItemItem,10,15,MI-2.ByUser,0.239766160203
ItemItem,10,15,NRMSE.ByUser,0.207565306693
ItemItem,10,15,NMAE,0.162416615494
ItemItem,10,15,MI-20,0.384713952958
ItemItem,10,15,MAE,0.730874769723
ItemItem,10,15,MI-native.ByUser,0.646267116101
ItemItem,10,15,NMAE.ByUser,0.164976279618
ItemItem,10,15,RMSE.ByRating,1.02519210837
ItemItem,10,15,NUsers,6181.8
ItemItem,10,15,MI-50-corrected,0.388050553893
ItemItem,10,15,TestTime,2244.2
ItemItem,10,15,MI-2-corrected.ByUser,-0.624280687949
ItemItem,10,15,nDCG,0.939331273616
ItemItem,10,15,MI-100.ByUser,1.45426573306
ItemItem,10,15,MI-5-corrected.ByUser,-3.02682946086
ItemItem,10,15,MI-100,0.391783792553
ItemItem,10,15,MI-2,0.153924055614
ItemItem,10,15,MI-5,0.333354435448
ItemItem,10,15,Coverage,1.0
ItemItem,10,15,MI-100-corrected.ByUser,-84.086372234
ItemItem,10,15,BuildTime,7877.8
ItemItem,10,15,MI-50-corrected.ByUser,-41.1128174945
ItemItem,10,15,MI-10.ByUser,0.646267116101
ItemItem,10,15,MI-20.ByUser,0.889229440321
ItemItem,10,15,MI-5-corrected,0.333232047215
ItemItem,10,15,MI-10-corrected,0.372501102489
ItemItem,10,15,NGood,212224.2
ItemItem,10,15,MAE.ByUser,0.742393258281
ItemItem,10,15,MI-10-corrected.ByUser,-7.13015451727
ItemItem,10,15,MI-2-corrected,0.153893458556
ItemItem,10,15,NRMSE,0.227820468526
ItemItem,10,15,MI-50,0.389549809752
ItemItem,10,15,MI-20-corrected.ByUser,-15.5276606746
ItemItem,10,15,MI-20-corrected,0.384132608849
ItemItem,10,15,MI-10,0.372776476014
ItemItem,10,15,MI-5.ByUser,0.429357931749
ItemUserMean,10,15,MI-native-corrected,0.347696386328
ItemUserMean,10,15,RMSE.ByUser,0.914191702992
ItemUserMean,10,15,MI-native,0.347971759853
ItemUserMean,10,15,NAttempted,212224.2
ItemUserMean,10,15,MI-100-corrected,0.367256469756
ItemUserMean,10,15,MI-50.ByUser,1.04571343718
ItemUserMean,10,15,MI-2.ByUser,0.19737364467
ItemUserMean,10,15,NRMSE.ByUser,0.203153711776
ItemUserMean,10,15,NMAE,0.163081112011
ItemUserMean,10,15,MI-20,0.362879421526
ItemUserMean,10,15,MAE,0.733865004047
ItemUserMean,10,15,MI-native.ByUser,0.523752542869
ItemUserMean,10,15,NMAE.ByUser,0.167688151389
ItemUserMean,10,15,RMSE.ByRating,0.984518009376
ItemUserMean,10,15,NUsers,6181.8
ItemUserMean,10,15,MI-50-corrected,0.366572088139
ItemUserMean,10,15,TestTime,3684.8
ItemUserMean,10,15,MI-2-corrected.ByUser,-0.666673203482
ItemUserMean,10,15,nDCG,0.941650531463
ItemUserMean,10,15,MI-100.ByUser,1.2875270225
ItemUserMean,10,15,MI-5-corrected.ByUser,-3.13295922108
ItemUserMean,10,15,MI-100,0.370285578533
ItemUserMean,10,15,MI-2,0.155710513597
ItemUserMean,10,15,MI-5,0.30436805693
ItemUserMean,10,15,Coverage,1.0
ItemUserMean,10,15,MI-100-corrected.ByUser,-84.2531109445
ItemUserMean,10,15,BuildTime,2273.8
ItemUserMean,10,15,MI-50-corrected.ByUser,-41.2925821223
ItemUserMean,10,15,MI-10.ByUser,0.523752542869
ItemUserMean,10,15,MI-20.ByUser,0.735749570088
ItemUserMean,10,15,MI-5-corrected,0.304245668697
ItemUserMean,10,15,MI-10-corrected,0.347696386328
ItemUserMean,10,15,NGood,212224.2
ItemUserMean,10,15,MAE.ByUser,0.754596681252
ItemUserMean,10,15,MI-10-corrected.ByUser,-7.2526690905
ItemUserMean,10,15,MI-2-corrected,0.155679916539
ItemUserMean,10,15,NRMSE,0.218781779861
ItemUserMean,10,15,MI-50,0.368071343998
ItemUserMean,10,15,MI-20-corrected.ByUser,-15.6811405448
ItemUserMean,10,15,MI-20-corrected,0.362298077417
ItemUserMean,10,15,MI-10,0.347971759853
ItemUserMean,10,15,MI-5.ByUser,0.323228171524
ItemItem,21,1000,MI-native-corrected,[]
ItemItem,21,1000,RMSE.ByUser,3.86681475707
ItemItem,21,1000,MI-native,[]
ItemItem,21,1000,NAttempted,104439.4
ItemItem,21,1000,MI-100-corrected,0.279887392101
ItemItem,21,1000,MI-50.ByUser,1.13853492387
ItemItem,21,1000,MI-21.ByUser,[]
ItemItem,21,1000,MI-2.ByUser,0.197507912806
ItemItem,21,1000,NRMSE.ByUser,0.193340737854
ItemItem,21,1000,NMAE,0.146908516741
ItemItem,21,1000,MI-20,0.274287623234
ItemItem,21,1000,MAE,2.93817033482
ItemItem,21,1000,MI-native.ByUser,[]
ItemItem,21,1000,NMAE.ByUser,0.157637138366
ItemItem,21,1000,RMSE.ByRating,4.3601272506
ItemItem,21,1000,NUsers,11826.4
ItemItem,21,1000,MI-50-corrected,0.277727647193
ItemItem,21,1000,TestTime,2513.6
ItemItem,21,1000,MI-21-corrected,[]
ItemItem,21,1000,MI-2-corrected.ByUser,-1.90538853806
ItemItem,21,1000,nDCG,nan
ItemItem,21,1000,MI-100.ByUser,1.40356944769
ItemItem,21,1000,MI-5-corrected.ByUser,-7.93754458135
ItemItem,21,1000,MI-100,0.293562982924
ItemItem,21,1000,MI-2,0.134460597473
ItemItem,21,1000,MI-5,0.235068636943
ItemItem,21,1000,Coverage,1.0
ItemItem,21,1000,MI-21,[]
ItemItem,21,1000,MI-100-corrected.ByUser,-206.783179188
ItemItem,21,1000,BuildTime,19599.0
ItemItem,21,1000,MI-50-corrected.ByUser,-101.903391169
ItemItem,21,1000,MI-10.ByUser,0.77588869309
ItemItem,21,1000,MI-20.ByUser,0.991523442499
ItemItem,21,1000,MI-5-corrected,0.234516087818
ItemItem,21,1000,MI-10-corrected,0.261849058461
ItemItem,21,1000,NGood,104439.4
ItemItem,21,1000,MAE.ByUser,3.15274276733
ItemItem,21,1000,MI-10-corrected.ByUser,-18.1501793647
ItemItem,21,1000,MI-2-corrected,0.134322460192
ItemItem,21,1000,NRMSE,0.21800636253
ItemItem,21,1000,MI-50,0.284496373965
ItemItem,21,1000,MI-20-corrected.ByUser,-38.9635091239
ItemItem,21,1000,MI-20-corrected,0.271663014894
ItemItem,21,1000,MI-10,0.26309229399
ItemItem,21,1000,MI-5.ByUser,0.474041222108
ItemUserMean,21,1000,MI-native-corrected,[]
ItemUserMean,21,1000,RMSE.ByUser,3.87133441591
ItemUserMean,21,1000,MI-native,[]
ItemUserMean,21,1000,NAttempted,104439.4
ItemUserMean,21,1000,MI-100-corrected,0.232752439301
ItemUserMean,21,1000,MI-50.ByUser,1.10120879896
ItemUserMean,21,1000,MI-21.ByUser,[]
ItemUserMean,21,1000,MI-2.ByUser,0.159101907603
ItemUserMean,21,1000,NRMSE.ByUser,0.193566720795
ItemUserMean,21,1000,NMAE,0.150552703485
ItemUserMean,21,1000,MI-20,0.230030469417
ItemUserMean,21,1000,MAE,3.0110540697
ItemUserMean,21,1000,MI-native.ByUser,[]
ItemUserMean,21,1000,NMAE.ByUser,0.160855120049
ItemUserMean,21,1000,RMSE.ByRating,4.30889735528
ItemUserMean,21,1000,NUsers,11826.4
ItemUserMean,21,1000,MI-50-corrected,0.231465219524
ItemUserMean,21,1000,TestTime,12882.2
ItemUserMean,21,1000,MI-21-corrected,[]
ItemUserMean,21,1000,MI-2-corrected.ByUser,-1.94379454326
ItemUserMean,21,1000,nDCG,nan
ItemUserMean,21,1000,MI-100.ByUser,1.37701572259
ItemUserMean,21,1000,MI-5-corrected.ByUser,-7.99588317465
ItemUserMean,21,1000,MI-100,0.246428030125
ItemUserMean,21,1000,MI-2,0.119373851487
ItemUserMean,21,1000,MI-5,0.201369492328
ItemUserMean,21,1000,Coverage,1.0
ItemUserMean,21,1000,MI-21,[]
ItemUserMean,21,1000,MI-100-corrected.ByUser,-206.809732913
ItemUserMean,21,1000,BuildTime,4633.8
ItemUserMean,21,1000,MI-50-corrected.ByUser,-101.940717293
ItemUserMean,21,1000,MI-10.ByUser,0.714684843436
ItemUserMean,21,1000,MI-20.ByUser,0.938154555585
ItemUserMean,21,1000,MI-5-corrected,0.200816943204
ItemUserMean,21,1000,MI-10-corrected,0.219859317247
ItemUserMean,21,1000,NGood,104439.4
ItemUserMean,21,1000,MAE.ByUser,3.21710240098
ItemUserMean,21,1000,MI-10-corrected.ByUser,-18.2113832144
ItemUserMean,21,1000,MI-2-corrected,0.119235714206
ItemUserMean,21,1000,NRMSE,0.215444867764
ItemUserMean,21,1000,MI-50,0.238233946296
ItemUserMean,21,1000,MI-20-corrected.ByUser,-39.0168780109
ItemUserMean,21,1000,MI-20-corrected,0.227405861077
ItemUserMean,21,1000,MI-10,0.221102552776
ItemUserMean,21,1000,MI-5.ByUser,0.415702628811
ItemItem,10,20,MI-native-corrected,0.400196243381
ItemItem,10,20,RMSE.ByUser,0.899859599245
ItemItem,10,20,MI-native,0.400514309702
ItemItem,10,20,NAttempted,183805.8
ItemItem,10,20,MI-100-corrected,0.41841701019
ItemItem,10,20,MI-50.ByUser,1.19454707736
ItemItem,10,20,MI-2.ByUser,0.227204167731
ItemItem,10,20,NRMSE.ByUser,0.199968799832
ItemItem,10,20,NMAE,0.157361174825
ItemItem,10,20,MI-20,0.413862202636
ItemItem,10,20,MAE,0.708125286712
ItemItem,10,20,MI-native.ByUser,0.60961103485
ItemItem,10,20,NMAE.ByUser,0.158753799657
ItemItem,10,20,RMSE.ByRating,0.990313064944
ItemItem,10,20,NUsers,5018.0
ItemItem,10,20,MI-50-corrected,0.417694651168
ItemItem,10,20,TestTime,1830.2
ItemItem,10,20,MI-2-corrected.ByUser,-0.558067550299
ItemItem,10,20,nDCG,0.940910194946
ItemItem,10,20,MI-100.ByUser,1.4364393218
ItemItem,10,20,MI-5-corrected.ByUser,-2.73830986799
ItemItem,10,20,MI-100,0.421915739724
ItemItem,10,20,MI-2,0.168199876208
ItemItem,10,20,MI-5,0.356220738193
ItemItem,10,20,Coverage,1.0
ItemItem,10,20,MI-100-corrected.ByUser,-76.3054607632
ItemItem,10,20,BuildTime,26002.0
ItemItem,10,20,MI-50-corrected.ByUser,-37.2837671061
ItemItem,10,20,MI-10.ByUser,0.60961103485
ItemItem,10,20,MI-20.ByUser,0.851456292832
ItemItem,10,20,MI-5-corrected,0.356079375384
ItemItem,10,20,MI-10-corrected,0.400196243381
ItemItem,10,20,NGood,183805.8
ItemItem,10,20,MAE.ByUser,0.714392098457
ItemItem,10,20,MI-10-corrected.ByUser,-6.45783442743
ItemItem,10,20,MI-2-corrected,0.168164535506
ItemItem,10,20,NRMSE,0.220069569988
ItemItem,10,20,MI-50,0.419426345584
ItemItem,10,20,MI-20-corrected.ByUser,-14.0687063497
ItemItem,10,20,MI-20-corrected,0.413190729291
ItemItem,10,20,MI-10,0.400514309702
ItemItem,10,20,MI-5.ByUser,0.40277700413
ItemUserMean,10,20,MI-native-corrected,0.360484066361
ItemUserMean,10,20,RMSE.ByUser,0.896150646776
ItemUserMean,10,20,MI-native,0.360802132683
ItemUserMean,10,20,NAttempted,183805.8
ItemUserMean,10,20,MI-100-corrected,0.380313566555
ItemUserMean,10,20,MI-50.ByUser,1.0126123929
ItemUserMean,10,20,MI-2.ByUser,0.180354800077
ItemUserMean,10,20,NRMSE.ByUser,0.199144588172
ItemUserMean,10,20,NMAE,0.161124662512
ItemUserMean,10,20,MI-20,0.375809519154
ItemUserMean,10,20,MAE,0.725060981306
ItemUserMean,10,20,MI-native.ByUser,0.486358802969
ItemUserMean,10,20,NMAE.ByUser,0.163638826531
ItemUserMean,10,20,RMSE.ByRating,0.973319284463
ItemUserMean,10,20,NUsers,5018.0
ItemUserMean,10,20,MI-50-corrected,0.379723284478
ItemUserMean,10,20,TestTime,20148.0
ItemUserMean,10,20,MI-2-corrected.ByUser,-0.604916917954
ItemUserMean,10,20,nDCG,0.940911732052
ItemUserMean,10,20,MI-100.ByUser,1.26997357469
ItemUserMean,10,20,MI-5-corrected.ByUser,-2.8443292737
ItemUserMean,10,20,MI-100,0.383812296088
ItemUserMean,10,20,MI-2,0.160292376273
ItemUserMean,10,20,MI-5,0.314997965705
ItemUserMean,10,20,Coverage,1.0
ItemUserMean,10,20,MI-100-corrected.ByUser,-76.4719265103
ItemUserMean,10,20,BuildTime,2142.4
ItemUserMean,10,20,MI-50-corrected.ByUser,-37.4657017906
ItemUserMean,10,20,MI-10.ByUser,0.486358802969
ItemUserMean,10,20,MI-20.ByUser,0.694018014617
ItemUserMean,10,20,MI-5-corrected,0.314856602895
ItemUserMean,10,20,MI-10-corrected,0.360484066361
ItemUserMean,10,20,NGood,183805.8
ItemUserMean,10,20,MAE.ByUser,0.736374719389
ItemUserMean,10,20,MI-10-corrected.ByUser,-6.58108665931
ItemUserMean,10,20,MI-2-corrected,0.160257035571
ItemUserMean,10,20,NRMSE,0.216293174325
ItemUserMean,10,20,MI-50,0.381454978893
ItemUserMean,10,20,MI-20-corrected.ByUser,-14.226144628
ItemUserMean,10,20,MI-20-corrected,0.375138045809
ItemUserMean,10,20,MI-10,0.360802132683
ItemUserMean,10,20,MI-5.ByUser,0.296757598421
ItemItem,10,2,MI-native-corrected,0.22612254924
ItemItem,10,2,RMSE.ByUser,1.1938665861
ItemItem,10,2,MI-native,0.226300228544
ItemItem,10,2,NAttempted,328915.0
ItemItem,10,2,MI-100-corrected,0.232900691172
ItemItem,10,2,MI-50.ByUser,1.21812746301
ItemItem,10,2,MI-2.ByUser,0.169342177554
ItemItem,10,2,NRMSE.ByUser,0.265303685801
ItemItem,10,2,NMAE,0.203750450496
ItemItem,10,2,MI-20,0.231187448612
ItemItem,10,2,MAE,0.916877027234
ItemItem,10,2,MI-native.ByUser,0.603776933642
ItemItem,10,2,NMAE.ByUser,0.216202270078
ItemItem,10,2,RMSE.ByRating,1.26965763294
ItemItem,10,2,NUsers,11270.0
ItemItem,10,2,MI-50-corrected,0.232613036557
ItemItem,10,2,TestTime,2416.8
ItemItem,10,2,MI-2-corrected.ByUser,-0.554197534827
ItemItem,10,2,nDCG,0.926126399156
ItemItem,10,2,MI-100.ByUser,1.44849347168
ItemItem,10,2,MI-5-corrected.ByUser,-2.51587624814
ItemItem,10,2,MI-100,0.234855163515
ItemItem,10,2,MI-2,0.0881905982728
ItemItem,10,2,MI-5,0.205969845028
ItemItem,10,2,Coverage,1.0
ItemItem,10,2,MI-100-corrected.ByUser,-70.1819380541
ItemItem,10,2,BuildTime,21343.6
ItemItem,10,2,MI-50-corrected.ByUser,-34.2353184437
ItemItem,10,2,MI-10.ByUser,0.603776933642
ItemItem,10,2,MI-20.ByUser,0.873602191406
ItemItem,10,2,MI-5-corrected,0.205890876449
ItemItem,10,2,MI-10-corrected,0.22612254924
ItemItem,10,2,NGood,328915.0
ItemItem,10,2,MAE.ByUser,0.972910215349
ItemItem,10,2,MI-10-corrected.ByUser,-5.90808047779
ItemItem,10,2,MI-2-corrected,0.0881708561279
ItemItem,10,2,NRMSE,0.282146140654
ItemItem,10,2,MI-50,0.233580401656
ItemItem,10,2,MI-20-corrected.ByUser,-12.8736523438
ItemItem,10,2,MI-20-corrected,0.23081234786
ItemItem,10,2,MI-10,0.226300228544
ItemItem,10,2,MI-5.ByUser,0.378282601384
ItemUserMean,10,2,MI-native-corrected,0.21885694369
ItemUserMean,10,2,RMSE.ByUser,1.1470687957
ItemUserMean,10,2,MI-native,0.219034622994
ItemUserMean,10,2,NAttempted,328915.0
ItemUserMean,10,2,MI-100-corrected,0.22600574259
ItemUserMean,10,2,MI-50.ByUser,1.17459081607
ItemUserMean,10,2,MI-2.ByUser,0.136193209311
ItemUserMean,10,2,NRMSE.ByUser,0.254904176822
ItemUserMean,10,2,NMAE,0.198396716798
ItemUserMean,10,2,MI-20,0.224444663257
ItemUserMean,10,2,MAE,0.892785225592
ItemUserMean,10,2,MI-native.ByUser,0.54012706139
ItemUserMean,10,2,NMAE.ByUser,0.211655942017
ItemUserMean,10,2,RMSE.ByRating,1.2126158772
ItemUserMean,10,2,NUsers,11270.0
ItemUserMean,10,2,MI-50-corrected,0.225831390579
ItemUserMean,10,2,TestTime,15386.0
ItemUserMean,10,2,MI-2-corrected.ByUser,-0.58734650307
ItemUserMean,10,2,nDCG,0.930816278551
ItemUserMean,10,2,MI-100.ByUser,1.41273892772
ItemUserMean,10,2,MI-5-corrected.ByUser,-2.58845495715
ItemUserMean,10,2,MI-100,0.227960214932
ItemUserMean,10,2,MI-2,0.0911395544021
ItemUserMean,10,2,MI-5,0.198549333523
ItemUserMean,10,2,Coverage,1.0
ItemUserMean,10,2,MI-100-corrected.ByUser,-70.217692598
ItemUserMean,10,2,BuildTime,2290.0
ItemUserMean,10,2,MI-50-corrected.ByUser,-34.2788550906
ItemUserMean,10,2,MI-10.ByUser,0.54012706139
ItemUserMean,10,2,MI-20.ByUser,0.821838362364
ItemUserMean,10,2,MI-5-corrected,0.198470364943
ItemUserMean,10,2,MI-10-corrected,0.21885694369
ItemUserMean,10,2,NGood,328915.0
ItemUserMean,10,2,MAE.ByUser,0.952451739077
ItemUserMean,10,2,MI-10-corrected.ByUser,-5.97173035004
ItemUserMean,10,2,MI-2-corrected,0.0911198122572
ItemUserMean,10,2,NRMSE,0.269470194932
ItemUserMean,10,2,MI-50,0.226798755678
ItemUserMean,10,2,MI-20-corrected.ByUser,-12.9254161729
ItemUserMean,10,2,MI-20-corrected,0.224069562505
ItemUserMean,10,2,MI-10,0.219034622994
ItemUserMean,10,2,MI-5.ByUser,0.305703892378
ItemItem,101,20,MI-native-corrected,[]
ItemItem,101,20,RMSE.ByUser,3.89103150986
ItemItem,101,20,MI-native,[]
ItemItem,101,20,NAttempted,183805.8
ItemItem,101,20,MI-100-corrected,0.333139524496
ItemItem,101,20,MI-50.ByUser,1.8982992757
ItemItem,101,20,MI-101,[]
ItemItem,101,20,MI-2.ByUser,0.402573027269
ItemItem,101,20,NRMSE.ByUser,0.194551575493
ItemItem,101,20,NMAE,0.152521630994
ItemItem,101,20,MI-20,0.330164812459
ItemItem,101,20,MAE,3.05043261987
ItemItem,101,20,MI-native.ByUser,[]
ItemItem,101,20,NMAE.ByUser,0.1546770347
ItemItem,101,20,RMSE.ByRating,4.23501476749
ItemItem,101,20,NUsers,5018.0
ItemItem,101,20,MI-50-corrected,0.329661292759
ItemItem,101,20,MI-101-corrected,[]
ItemItem,101,20,TestTime,4121.8
ItemItem,101,20,MI-2-corrected.ByUser,-8.32210542938
ItemItem,101,20,nDCG,nan
ItemItem,101,20,MI-100.ByUser,2.02909634147
ItemItem,101,20,MI-5-corrected.ByUser,-33.977501652
ItemItem,101,20,MI-100,0.372005920836
ItemItem,101,20,MI-2,0.206209614368
ItemItem,101,20,MI-5,0.289190031672
ItemItem,101,20,Coverage,1.0
ItemItem,101,20,MI-100-corrected.ByUser,-861.714070867
ItemItem,101,20,BuildTime,9428.6
ItemItem,101,20,MI-50-corrected.ByUser,-425.6109451
ItemItem,101,20,MI-10.ByUser,1.30544419274
ItemItem,101,20,MI-20.ByUser,1.61326265883
ItemItem,101,20,MI-5-corrected,0.287619672224
ItemItem,101,20,MI-10-corrected,0.311733854112
ItemItem,101,20,NGood,183805.8
ItemItem,101,20,MAE.ByUser,3.093540694
ItemItem,101,20,MI-10-corrected.ByUser,-77.2166619171
ItemItem,101,20,MI-2-corrected,0.205817024506
ItemItem,101,20,NRMSE,0.211750738374
ItemItem,101,20,MI-50,0.348898195998
ItemItem,101,20,MI-101.ByUser,[]
ItemItem,101,20,MI-20-corrected.ByUser,-164.155628017
ItemItem,101,20,MI-20-corrected,0.32270560508
ItemItem,101,20,MI-10,0.31526716287
ItemItem,101,20,MI-5.ByUser,0.921212174572
ItemUserMean,101,20,MI-native-corrected,[]
ItemUserMean,101,20,RMSE.ByUser,3.86096695187
ItemUserMean,101,20,MI-native,[]
ItemUserMean,101,20,NAttempted,183805.8
ItemUserMean,101,20,MI-100-corrected,0.325153966311
ItemUserMean,101,20,MI-50.ByUser,1.94043622627
ItemUserMean,101,20,MI-101,[]
ItemUserMean,101,20,MI-2.ByUser,0.293791024463
ItemUserMean,101,20,NRMSE.ByUser,0.193048347594
ItemUserMean,101,20,NMAE,0.157023370923
ItemUserMean,101,20,MI-20,0.324001040413
ItemUserMean,101,20,MAE,3.14046741845
ItemUserMean,101,20,MI-native.ByUser,[]
ItemUserMean,101,20,NMAE.ByUser,0.159957987847
ItemUserMean,101,20,RMSE.ByRating,4.15144843277
ItemUserMean,101,20,NUsers,5018.0
ItemUserMean,101,20,MI-50-corrected,0.321919638705
ItemUserMean,101,20,MI-101-corrected,[]
ItemUserMean,101,20,TestTime,6509.0
ItemUserMean,101,20,MI-2-corrected.ByUser,-8.43088743219
ItemUserMean,101,20,nDCG,nan
ItemUserMean,101,20,MI-100.ByUser,2.11976568352
ItemUserMean,101,20,MI-5-corrected.ByUser,-34.1217121788
ItemUserMean,101,20,MI-100,0.364020362651
ItemUserMean,101,20,MI-2,0.19948232222
ItemUserMean,101,20,MI-5,0.286228788705
ItemUserMean,101,20,Coverage,1.0
ItemUserMean,101,20,MI-100-corrected.ByUser,-861.623401525
ItemUserMean,101,20,BuildTime,2688.2
ItemUserMean,101,20,MI-50-corrected.ByUser,-425.56880815
ItemUserMean,101,20,MI-10.ByUser,1.18887130901
ItemUserMean,101,20,MI-20.ByUser,1.56032240105
ItemUserMean,101,20,MI-5-corrected,0.284658429256
ItemUserMean,101,20,MI-10-corrected,0.30715569733
ItemUserMean,101,20,NGood,183805.8
ItemUserMean,101,20,MAE.ByUser,3.19915975694
ItemUserMean,101,20,MI-10-corrected.ByUser,-77.3332348008
ItemUserMean,101,20,MI-2-corrected,0.199089732358
ItemUserMean,101,20,NRMSE,0.207572421639
ItemUserMean,101,20,MI-50,0.341156541944
ItemUserMean,101,20,MI-101.ByUser,[]
ItemUserMean,101,20,MI-20-corrected.ByUser,-164.208568275
ItemUserMean,101,20,MI-20-corrected,0.316541833034
ItemUserMean,101,20,MI-10,0.310689006088
ItemUserMean,101,20,MI-5.ByUser,0.777001647749
ItemItem,101,50,MI-native-corrected,[]
ItemItem,101,50,RMSE.ByUser,3.57860716087
ItemItem,101,50,MI-native,[]
ItemItem,101,50,NAttempted,86637.2
ItemItem,101,50,MI-100-corrected,0.416841099874
ItemItem,101,50,MI-50.ByUser,2.07410975513
ItemItem,101,50,MI-101,[]
ItemItem,101,50,MI-2.ByUser,0.360629947463
ItemItem,101,50,NRMSE.ByUser,0.178930358043
ItemItem,101,50,NMAE,0.141962101064
ItemItem,101,50,MI-20,0.416040336497
ItemItem,101,50,MAE,2.83924202128
ItemItem,101,50,MI-native.ByUser,[]
ItemItem,101,50,NMAE.ByUser,0.142350044353
ItemItem,101,50,RMSE.ByRating,3.88944208579
