alg,in-scale,num-ratings,field,value
ItemUserMean,5,10,NMAE.ByUser,0.194661940919
ItemUserMean,5,10,RMSE.ByRating,0.963032346572
ItemUserMean,5,10,NUsers,13975.6
ItemUserMean,5,10,MI-50-corrected,0.186846094204
ItemUserMean,5,10,TestTime,46696.6
ItemUserMean,5,10,MI-2-corrected.ByUser,0.0311925841278
ItemUserMean,5,10,nDCG,0.954124453406
ItemUserMean,5,10,MI-100.ByUser,0.949900448714
ItemUserMean,5,10,MI-5-corrected.ByUser,-0.105202502493
ItemUserMean,5,10,MI-100,0.187272185342
ItemUserMean,5,10,MI-2,0.107462040425
ItemUserMean,5,10,MI-5,0.155611990777
ItemUserMean,5,10,Coverage,1.0
ItemUserMean,5,10,MI-100-corrected.ByUser,-6.72337596947
ItemUserMean,5,10,BuildTime,16333.8
ItemUserMean,5,10,MI-50-corrected.ByUser,-3.06212309974
ItemUserMean,5,10,MI-10.ByUser,0.329965394673
ItemUserMean,5,10,MI-20.ByUser,0.483067046847
ItemUserMean,5,10,MI-5-corrected,0.155605786129
ItemUserMean,5,10,MI-10-corrected,0.178223061947
ItemUserMean,5,10,NGood,1860254.8
ItemUserMean,5,10,MAE.ByUser,0.778647763677
ItemUserMean,5,10,MI-10-corrected.ByUser,-0.367605188798
ItemUserMean,5,10,MI-2-corrected,0.107460489263
ItemUserMean,5,10,NRMSE,0.240758086643
ItemUserMean,5,10,MI-50,0.186922101141
ItemUserMean,5,10,MI-20-corrected.ByUser,-0.989581962704
ItemUserMean,5,10,MI-20-corrected,0.184843716654
ItemUserMean,5,10,MI-10,0.178237022405
ItemUserMean,5,10,MI-5.ByUser,0.204828867938
ItemItem,2,20,MI-native-corrected,-4.1939045922e-07
ItemItem,2,20,RMSE.ByUser,0.45966551783
ItemItem,2,20,MI-native,0.0
ItemItem,2,20,NAttempted,1720498.8
ItemItem,2,20,MI-100-corrected,0.114702177163
ItemItem,2,20,MI-50.ByUser,0.263552934756
ItemItem,2,20,MI-2.ByUser,0.0
ItemItem,2,20,NRMSE.ByUser,0.45966551783
ItemItem,2,20,NMAE,0.374008559651
ItemItem,2,20,MI-20,0.110395270306
ItemItem,2,20,MAE,0.374008559651
ItemItem,2,20,MI-native.ByUser,0.0
ItemItem,2,20,NMAE.ByUser,0.362862413756
ItemItem,2,20,RMSE.ByRating,0.489797191539
ItemItem,2,20,NUsers,13595.2
ItemItem,2,20,MI-50-corrected,0.114054413026
ItemItem,2,20,TestTime,22329.0
ItemItem,2,20,MI-2-corrected.ByUser,-0.0524312524064
ItemItem,2,20,nDCG,0.96412797414
ItemItem,2,20,MI-100.ByUser,0.349672955791
ItemItem,2,20,MI-5-corrected.ByUser,-0.131093856231
ItemItem,2,20,MI-100,0.114743696818
ItemItem,2,20,MI-2,0.0
ItemItem,2,20,MI-5,0.0878324840783
ItemItem,2,20,Coverage,1.0
ItemItem,2,20,MI-100-corrected.ByUser,-4.84102103245
ItemItem,2,20,BuildTime,525778.6
ItemItem,2,20,MI-50-corrected.ByUser,-2.30557843316
ItemItem,2,20,MI-10.ByUser,0.113545311859
ItemItem,2,20,MI-20.ByUser,0.170147742649
ItemItem,2,20,MI-5-corrected,0.0878308065165
ItemItem,2,20,MI-10-corrected,0.0993756559878
ItemItem,2,20,NGood,1720498.8
ItemItem,2,20,MAE.ByUser,0.362862413756
ItemItem,2,20,MI-10-corrected.ByUser,-0.358335959799
ItemItem,2,20,MI-2-corrected,-4.1939045922e-07
ItemItem,2,20,NRMSE,0.489797191539
ItemItem,2,20,MI-50,0.114074963158
ItemItem,2,20,MI-20-corrected.ByUser,-0.826046053074
ItemItem,2,20,MI-20-corrected,0.110387301887
ItemItem,2,20,MI-10,0.0993794305019
ItemItem,2,20,MI-5.ByUser,0.0786311533946
ItemUserMean,2,20,MI-native-corrected,-4.1939045922e-07
ItemUserMean,2,20,RMSE.ByUser,0.43052284759
ItemUserMean,2,20,MI-native,0.0
ItemUserMean,2,20,NAttempted,1720498.8
ItemUserMean,2,20,MI-100-corrected,0.155706669972
ItemUserMean,2,20,MI-50.ByUser,0.2258585366
ItemUserMean,2,20,MI-2.ByUser,0.0
ItemUserMean,2,20,NRMSE.ByUser,0.43052284759
ItemUserMean,2,20,NMAE,0.38067413019
ItemUserMean,2,20,MI-20,0.144687998404
ItemUserMean,2,20,MAE,0.38067413019
ItemUserMean,2,20,MI-native.ByUser,0.0
ItemUserMean,2,20,NMAE.ByUser,0.377154031194
ItemUserMean,2,20,RMSE.ByRating,0.443349500013
ItemUserMean,2,20,NUsers,13595.2
ItemUserMean,2,20,MI-50-corrected,0.154312988566
ItemUserMean,2,20,TestTime,51493.2
ItemUserMean,2,20,MI-2-corrected.ByUser,-0.0524312524064
ItemUserMean,2,20,nDCG,0.969178311677
ItemUserMean,2,20,MI-100.ByUser,0.298352240292
ItemUserMean,2,20,MI-5-corrected.ByUser,-0.13078316034
ItemUserMean,2,20,MI-100,0.155748189627
ItemUserMean,2,20,MI-2,0.0
ItemUserMean,2,20,MI-5,0.108903410089
ItemUserMean,2,20,Coverage,1.0
ItemUserMean,2,20,MI-100-corrected.ByUser,-4.89234174795
ItemUserMean,2,20,BuildTime,20395.2
ItemUserMean,2,20,MI-50-corrected.ByUser,-2.34327283132
ItemUserMean,2,20,MI-10.ByUser,0.0908636017435
ItemUserMean,2,20,MI-20.ByUser,0.14726448423
ItemUserMean,2,20,MI-5-corrected,0.108901732527
ItemUserMean,2,20,MI-10-corrected,0.117391702915
ItemUserMean,2,20,NGood,1720498.8
ItemUserMean,2,20,MAE.ByUser,0.377154031194
ItemUserMean,2,20,MI-10-corrected.ByUser,-0.381017669914
ItemUserMean,2,20,MI-2-corrected,-4.1939045922e-07
ItemUserMean,2,20,NRMSE,0.443349500013
ItemUserMean,2,20,MI-50,0.154333538698
ItemUserMean,2,20,MI-20-corrected.ByUser,-0.848929311492
ItemUserMean,2,20,MI-20-corrected,0.144680029986
ItemUserMean,2,20,MI-10,0.117395477429
ItemUserMean,2,20,MI-5.ByUser,0.0789418492855
ItemItem,2,3,MI-native-corrected,-3.68411648931e-07
ItemItem,2,3,RMSE.ByUser,0.529408344719
ItemItem,2,3,MI-native,0.0
ItemItem,2,3,NAttempted,1958084.0
ItemItem,2,3,MI-100-corrected,0.0722951559503
ItemItem,2,3,MI-50.ByUser,0.240627962293
ItemItem,2,3,MI-2.ByUser,0.0
ItemItem,2,3,NRMSE.ByUser,0.529408344719
ItemItem,2,3,NMAE,0.418711969239
ItemItem,2,3,MI-20,0.0692425725119
ItemItem,2,3,MAE,0.418711969239
ItemItem,2,3,MI-native.ByUser,0.0
ItemItem,2,3,NMAE.ByUser,0.421626720102
ItemItem,2,3,RMSE.ByRating,0.534324222099
ItemItem,2,3,NUsers,13975.6
ItemItem,2,3,MI-50-corrected,0.0718492143918
ItemItem,2,3,TestTime,18508.6
ItemItem,2,3,MI-2-corrected.ByUser,-0.0145149575549
ItemItem,2,3,nDCG,0.962966658167
ItemItem,2,3,MI-100.ByUser,0.334059101027
ItemItem,2,3,MI-5-corrected.ByUser,-0.00688787010946
ItemItem,2,3,MI-100,0.0723316287036
ItemItem,2,3,MI-2,0.0
ItemItem,2,3,MI-5,0.0481968403963
ItemItem,2,3,Coverage,1.0
ItemItem,2,3,MI-100-corrected.ByUser,-1.10292169691
ItemItem,2,3,BuildTime,872157.2
ItemItem,2,3,MI-50-corrected.ByUser,-0.470604957899
ItemItem,2,3,MI-10.ByUser,0.0950747434077
