alg,in-scale,num-ratings,field,value
ItemUserMean,10,15,MI-native.ByUser,0.12633716603
ItemUserMean,10,15,NMAE.ByUser,0.163964734951
ItemUserMean,10,15,RMSE.ByUser,0.869351717376
ItemUserMean,10,15,RMSE.ByRating,1.0093840567
ItemUserMean,10,15,NUsers,6181.8
ItemUserMean,10,15,TestTime,11213.6
ItemUserMean,10,15,Coverage,1.0
ItemUserMean,10,15,nDCG,0.944763586732
ItemUserMean,10,15,MAE,0.760240724301
ItemUserMean,10,15,MI-5-corrected.ByUser,-1.85581989154
ItemUserMean,10,15,MI-2,0.0216053210337
ItemUserMean,10,15,MI-5,0.163731503932
ItemUserMean,10,15,MI-2-corrected.ByUser,-0.478253316313
ItemUserMean,10,15,BuildTime,1253.0
ItemUserMean,10,15,MI-10.ByUser,0.12633716603
ItemUserMean,10,15,MI-20.ByUser,0.22038855784
ItemUserMean,10,15,MI-5-corrected,0.163663491009
ItemUserMean,10,15,MI-10-corrected,0.190141873035
ItemUserMean,10,15,NGood,212224.2
ItemUserMean,10,15,MI-81.ByUser,0.221195873122
ItemUserMean,10,15,MAE.ByUser,0.73784130728
ItemUserMean,10,15,MI-81-corrected,0.200562455731
ItemUserMean,10,15,MI-10-corrected.ByUser,-4.19455971793
ItemUserMean,10,15,MI-2-corrected,0.0215883178029
ItemUserMean,10,15,NRMSE,0.224307568155
ItemUserMean,10,15,MI-20-corrected.ByUser,-8.90150486384
ItemUserMean,10,15,MI-20-corrected,0.201233703324
ItemUserMean,10,15,MI-10,0.190294902112
ItemUserMean,10,15,MI-5.ByUser,0.064578723553
ItemItem,2,2,MI-native-corrected,0.0169590237216
ItemItem,2,2,MI-81-corrected.ByUser,-6.31569519206
ItemItem,2,2,MI-native,0.0169612169484
ItemItem,2,2,NAttempted,328915.0
ItemItem,2,2,MI-81,0.0432006318167
ItemItem,2,2,MI-2.ByUser,0.0228861216988
ItemItem,2,2,NRMSE.ByUser,0.482884612443
ItemItem,2,2,NMAE,0.443649749841
ItemItem,2,2,MI-20,0.0432006318167
ItemItem,2,2,MI-native.ByUser,0.0228861216988
ItemItem,2,2,NMAE.ByUser,0.404244298404
ItemItem,2,2,RMSE.ByUser,0.482884612443
ItemItem,2,2,RMSE.ByRating,0.544580029669
ItemItem,2,2,NUsers,11270.0
ItemItem,2,2,TestTime,1758.2
ItemItem,2,2,Coverage,1.0
ItemItem,2,2,nDCG,0.945254702695
ItemItem,2,2,MAE,0.443649749841
ItemItem,2,2,MI-5-corrected.ByUser,-0.298692330105
ItemItem,2,2,MI-2,0.0169612169484
ItemItem,2,2,MI-5,0.0169612169484
ItemItem,2,2,MI-2-corrected.ByUser,-0.0575084912521
ItemItem,2,2,BuildTime,11912.2
ItemItem,2,2,MI-10.ByUser,0.087086029584
ItemItem,2,2,MI-20.ByUser,0.115873844011
ItemItem,2,2,MI-5-corrected,0.0169524440415
ItemItem,2,2,MI-10-corrected,0.0412817060417
ItemItem,2,2,NGood,328915.0
ItemItem,2,2,MI-81.ByUser,0.115873844011
ItemItem,2,2,MAE.ByUser,0.404244298404
ItemItem,2,2,MI-81-corrected,0.0430251736792
ItemItem,2,2,MI-10-corrected.ByUser,-0.636465486974
ItemItem,2,2,MI-2-corrected,0.0169590237216
ItemItem,2,2,NRMSE,0.544580029669
ItemItem,2,2,MI-20-corrected.ByUser,-1.41162380205
ItemItem,2,2,MI-20-corrected,0.0431589605091
ItemItem,2,2,MI-10,0.0413014450822
ItemItem,2,2,MI-5.ByUser,0.0228861216988
ItemUserMean,2,2,MI-native-corrected,0.0165520126486
ItemUserMean,2,2,MI-81-corrected.ByUser,-6.3379362222
ItemUserMean,2,2,MI-native,0.0165542058753
ItemUserMean,2,2,NAttempted,328915.0
ItemUserMean,2,2,MI-81,0.0456429147186
ItemUserMean,2,2,MI-2.ByUser,0.024049531641
ItemUserMean,2,2,NRMSE.ByUser,0.477509193725
ItemUserMean,2,2,NMAE,0.443615508849
ItemUserMean,2,2,MI-20,0.0456429147186
ItemUserMean,2,2,MI-native.ByUser,0.024049531641
ItemUserMean,2,2,NMAE.ByUser,0.404729324439
ItemUserMean,2,2,RMSE.ByUser,0.477509193725
ItemUserMean,2,2,RMSE.ByRating,0.540124571739
ItemUserMean,2,2,NUsers,11270.0
ItemUserMean,2,2,TestTime,6786.2
ItemUserMean,2,2,Coverage,1.0
ItemUserMean,2,2,nDCG,0.947484077665
ItemUserMean,2,2,MAE,0.443615508849
ItemUserMean,2,2,MI-5-corrected.ByUser,-0.297528920162
ItemUserMean,2,2,MI-2,0.0165542058753
ItemUserMean,2,2,MI-5,0.0165542058753
ItemUserMean,2,2,MI-2-corrected.ByUser,-0.0563450813099
ItemUserMean,2,2,BuildTime,3284.0
ItemUserMean,2,2,MI-10.ByUser,0.0766817375196
ItemUserMean,2,2,MI-20.ByUser,0.0936328138633
ItemUserMean,2,2,MI-5-corrected,0.0165454329684
ItemUserMean,2,2,MI-10-corrected,0.0425745314922
ItemUserMean,2,2,NGood,328915.0
ItemUserMean,2,2,MI-81.ByUser,0.0936328138633
ItemUserMean,2,2,MAE.ByUser,0.404729324439
ItemUserMean,2,2,MI-81-corrected,0.045467456581
ItemUserMean,2,2,MI-10-corrected.ByUser,-0.646869779038
ItemUserMean,2,2,MI-2-corrected,0.0165520126486
ItemUserMean,2,2,NRMSE,0.540124571739
